,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
650,Edmund Goulding,Greta Garbo,John Barrymore,Joan Crawford,Drama Romance,grand hotel,Greta Garbo John Barrymore Joan Crawford Edmund Goulding Drama Romance
651,James Parrott,Stan Laurel,Oliver Hardy,Billy Gilbert,Comedy,the music box,Stan Laurel Oliver Hardy Billy Gilbert James Parrott Comedy
652,Wilfred Jackson,Pinto Colvig,Allan Watson,Delos Jewkes,Animation,santa's workshop,Pinto Colvig Allan Watson Delos Jewkes Wilfred Jackson Animation
653,Jean Cocteau,Enrique Rivero,Elizabeth Lee Miller,Pauline Carton,Fantasy,the blood of a poet,Enrique Rivero Elizabeth Lee Miller Pauline Carton Jean Cocteau Fantasy
654,Josef von Sternberg,Marlene Dietrich,Clive Brook,Anna May Wong,Adventure Drama Romance Thriller,shanghai express,Marlene Dietrich Clive Brook Anna May Wong Josef von Sternberg Adventure Drama Romance Thriller
655,Burt Gillett,Clarence Nash,Esther Campbell,Marion Darlington,Animation,flowers and trees,Clarence Nash Esther Campbell Marion Darlington Burt Gillett Animation
656,Josef von Sternberg,Marlene Dietrich,Herbert Marshall,Cary Grant,Drama,blonde venus,Marlene Dietrich Herbert Marshall Cary Grant Josef von Sternberg Drama
657,Michael Curtiz,Lionel Atwill,Fay Wray,Lee Tracy,Comedy Crime Horror Mystery Science Fiction Thriller,doctor x,Lionel Atwill Fay Wray Lee Tracy Michael Curtiz Comedy Crime Horror Mystery Science Fiction Thriller
658,Jean Renoir,Michel Simon,Marcelle Hainia,Sévérine Lerczinska,Comedy,boudu saved from drowning,Michel Simon Marcelle Hainia Sévérine Lerczinska Jean Renoir Comedy
659,Yasujirō Ozu,Tatsuo Saitō,Tomio Aoki,Mitsuko Yoshikawa,Comedy Drama,"i was born, but...",Tatsuo Saitō Tomio Aoki Mitsuko Yoshikawa Yasujirō Ozu Comedy Drama
660,Merian C. Cooper,Robert Armstrong,Fay Wray,Bruce Cabot,Adventure Fantasy Horror,king kong,Robert Armstrong Fay Wray Bruce Cabot Merian C. Cooper Adventure Fantasy Horror
661,James Whale,Claude Rains,Gloria Stuart,William Harrigan,Horror Science Fiction,the invisible man,Claude Rains Gloria Stuart William Harrigan James Whale Horror Science Fiction
662,Lloyd Bacon,Warner Baxter,Bebe Daniels,George Brent,Comedy Drama Romance,42nd street,Warner Baxter Bebe Daniels George Brent Lloyd Bacon Comedy Drama Romance
663,Alfred E. Green,Barbara Stanwyck,George Brent,Donald Cook,Drama Romance,baby face,Barbara Stanwyck George Brent Donald Cook Alfred E. Green Drama Romance
664,Burt Gillett,Billy Bletcher,Pinto Colvig,Dorothy Compton,Music Animation Comedy Family,three little pigs,Billy Bletcher Pinto Colvig Dorothy Compton Burt Gillett Music Animation Comedy Family
665,Leo McCarey,Groucho Marx,Harpo Marx,Chico Marx,Comedy War,duck soup,Groucho Marx Harpo Marx Chico Marx Leo McCarey Comedy War
666,Rouben Mamoulian,Greta Garbo,John Gilbert,Ian Keith,Drama History Romance,queen christina,Greta Garbo John Gilbert Ian Keith Rouben Mamoulian Drama History Romance
667,Norman Z. McLeod,Charlotte Henry,Richard Arlen,Roscoe Ates,Adventure Family Fantasy,alice in wonderland,Charlotte Henry Richard Arlen Roscoe Ates Norman Z. McLeod Adventure Family Fantasy
668,Mervyn LeRoy,Joan Blondell,Aline MacMahon,Ruby Keeler,Comedy Drama,gold diggers of 1933,Joan Blondell Aline MacMahon Ruby Keeler Mervyn LeRoy Comedy Drama
669,Frank Lloyd,Diana Wynyard,Clive Brook,Una O'Connor,Drama War,cavalcade,Diana Wynyard Clive Brook Una O'Connor Frank Lloyd Drama War
670,Ernest B. Schoedsack,Robert Armstrong,Helen Mack,Frank Reicher,Adventure Action Horror,the son of kong,Robert Armstrong Helen Mack Frank Reicher Ernest B. Schoedsack Adventure Action Horror
671,William A. Seiter,Stan Laurel,Oliver Hardy,Mae Busch,Comedy,sons of the desert,Stan Laurel Oliver Hardy Mae Busch William A. Seiter Comedy
672,Ernst Lubitsch,Fredric March,Gary Cooper,Miriam Hopkins,Comedy Romance,design for living,Fredric March Gary Cooper Miriam Hopkins Ernst Lubitsch Comedy Romance
673,George Cukor,Katharine Hepburn,Joan Bennett,Paul Lukas,Drama Family,little women,Katharine Hepburn Joan Bennett Paul Lukas George Cukor Drama Family
674,George Cukor,Marie Dressler,John Barrymore,Wallace Beery,Comedy Drama,dinner at eight,Marie Dressler John Barrymore Wallace Beery George Cukor Comedy Drama
675,Fritz Lang,Rudolf Klein-Rogge,Oscar Beregi Sr.,Camilla Spira,Crime Mystery Thriller,the testament of dr. mabuse,Rudolf Klein-Rogge Oscar Beregi Sr. Camilla Spira Fritz Lang Crime Mystery Thriller
676,Gustav Machatý,Hedy Lamarr,Aribert Mog,Zvonimir Rogoz,Drama Romance,ecstasy,Hedy Lamarr Aribert Mog Zvonimir Rogoz Gustav Machatý Drama Romance
677,Alexander Korda,Charles Laughton,Robert Donat,Franklin Dyall,Comedy Drama History Romance,the private life of henry viii,Charles Laughton Robert Donat Franklin Dyall Alexander Korda Comedy Drama History Romance
678,Jean Vigo,Jean Dasté,Robert le Flon,Du Verron,Comedy Drama,zero for conduct,Jean Dasté Robert le Flon Du Verron Jean Vigo Comedy Drama
679,Michael Curtiz,Lionel Atwill,Glenda Farrell,Allen Vincent,Horror Mystery Thriller,mystery of the wax museum,Lionel Atwill Glenda Farrell Allen Vincent Michael Curtiz Horror Mystery Thriller
680,Burt Gillett,Sara Berner,Billy Bletcher,Pinto Colvig,Animation,the big bad wolf,Sara Berner Billy Bletcher Pinto Colvig Burt Gillett Animation
681,Jean Vigo,Michel Simon,Dita Parlo,Jean Dasté,Romance Drama Comedy,l'atalante,Michel Simon Dita Parlo Jean Dasté Jean Vigo Romance Drama Comedy
682,W.S. Van Dyke,William Powell,Myrna Loy,Maureen O'Sullivan,Comedy Crime Mystery,the thin man,William Powell Myrna Loy Maureen O'Sullivan W.S. Van Dyke Comedy Crime Mystery
683,Alfred Hitchcock,Leslie Banks,Edna Best,Peter Lorre,Thriller Mystery,the man who knew too much,Leslie Banks Edna Best Peter Lorre Alfred Hitchcock Thriller Mystery
684,Charley Rogers,Stan Laurel,Oliver Hardy,Henry Brandon,Fantasy Comedy Family,babes in toyland,Stan Laurel Oliver Hardy Henry Brandon Charley Rogers Fantasy Comedy Family
685,Frank Capra,Clark Gable,Claudette Colbert,Walter Connolly,Comedy Romance,it happened one night,Clark Gable Claudette Colbert Walter Connolly Frank Capra Comedy Romance
686,Cedric Gibbons,Johnny Weissmüller,Maureen O'Sullivan,Neil Hamilton,Action Adventure,tarzan and his mate,Johnny Weissmüller Maureen O'Sullivan Neil Hamilton Cedric Gibbons Action Adventure
687,Wilfred Jackson,Pinto Colvig,Dorothy Compton,Unkown,Animation,the grasshopper and the ants,Pinto Colvig Dorothy Compton Unkown Wilfred Jackson Animation
688,Josef von Sternberg,Marlene Dietrich,John Lodge,Sam Jaffe,Drama History Romance,the scarlet empress,Marlene Dietrich John Lodge Sam Jaffe Josef von Sternberg Drama History Romance
689,Edgar G. Ulmer,Boris Karloff,Bela Lugosi,David Manners,Horror Mystery,the black cat,Boris Karloff Bela Lugosi David Manners Edgar G. Ulmer Horror Mystery
690,W.S. Van Dyke,Clark Gable,William Powell,Myrna Loy,Crime Drama Romance,manhattan melodrama,Clark Gable William Powell Myrna Loy W.S. Van Dyke Crime Drama Romance
691,Rowland V. Lee,Robert Donat,Elissa Landi,Louis Calhern,Drama Adventure,the count of monte cristo,Robert Donat Elissa Landi Louis Calhern Rowland V. Lee Drama Adventure
692,Mark Sandrich,Fred Astaire,Ginger Rogers,Alice Brady,Comedy Romance,the gay divorcee,Fred Astaire Ginger Rogers Alice Brady Mark Sandrich Comedy Romance
693,Harold Young,Leslie Howard,Merle Oberon,Raymond Massey,Drama Adventure,the scarlet pimpernel,Leslie Howard Merle Oberon Raymond Massey Harold Young Drama Adventure
694,John Cromwell,Leslie Howard,Bette Davis,Frances Dee,Drama Romance,of human bondage,Leslie Howard Bette Davis Frances Dee John Cromwell Drama Romance
695,Wilfred Jackson,Florence Gill,Clarence Nash,Purv Pullen,Animation Comedy Music,the wise little hen,Florence Gill Clarence Nash Purv Pullen Wilfred Jackson Animation Comedy Music
696,Victor Fleming,Wallace Beery,Jackie Cooper,Lionel Barrymore,Action Adventure Family,treasure island,Wallace Beery Jackie Cooper Lionel Barrymore Victor Fleming Action Adventure Family
697,Cecil B. DeMille,Claudette Colbert,Warren William,Henry Wilcoxon,History Drama Romance,cleopatra,Claudette Colbert Warren William Henry Wilcoxon Cecil B. DeMille History Drama Romance
698,Robert Flaherty,Colman 'Tiger' King,Maggie Dirrane,Michael Dirrane,Documentary,man of aran,Colman 'Tiger' King Maggie Dirrane Michael Dirrane Robert Flaherty Documentary
699,John M. Stahl,Claudette Colbert,Warren William,Rochelle Hudson,Drama Romance,imitation of life,Claudette Colbert Warren William Rochelle Hudson John M. Stahl Drama Romance
700,James Whale,Boris Karloff,Colin Clive,Valerie Hobson,Drama Horror Science Fiction,the bride of frankenstein,Boris Karloff Colin Clive Valerie Hobson James Whale Drama Horror Science Fiction
701,Alfred Hitchcock,Robert Donat,Madeleine Carroll,Lucie Mannheim,Mystery Thriller,the 39 steps,Robert Donat Madeleine Carroll Lucie Mannheim Alfred Hitchcock Mystery Thriller
702,Mark Sandrich,Fred Astaire,Ginger Rogers,Edward Everett Horton,Comedy Music Romance,top hat,Fred Astaire Ginger Rogers Edward Everett Horton Mark Sandrich Comedy Music Romance
703,Leni Riefenstahl,Adolf Hitler,Max Amann,Hermann Göring,Documentary,triumph of the will,Adolf Hitler Max Amann Hermann Göring Leni Riefenstahl Documentary
704,Frank Lloyd,Charles Laughton,Clark Gable,Franchot Tone,Adventure Drama History,mutiny on the bounty,Charles Laughton Clark Gable Franchot Tone Frank Lloyd Adventure Drama History
705,Michael Curtiz,Errol Flynn,Olivia de Havilland,Lionel Atwill,Adventure Action History Romance,captain blood,Errol Flynn Olivia de Havilland Lionel Atwill Michael Curtiz Adventure Action History Romance
706,Stuart Walker,Henry Hull,Warner Oland,Valerie Hobson,Horror Fantasy,werewolf of london,Henry Hull Warner Oland Valerie Hobson Stuart Walker Horror Fantasy
707,Edmund Goulding,Groucho Marx,Chico Marx,Harpo Marx,Comedy Music,a night at the opera,Groucho Marx Chico Marx Harpo Marx Edmund Goulding Comedy Music
708,Wilfred Jackson,Eddie Holden,Ned Norton,Pinto Colvig,Animation Family Fantasy,the tortoise and the hare,Eddie Holden Ned Norton Pinto Colvig Wilfred Jackson Animation Family Fantasy
709,Roy William Neill,Boris Karloff,Marian Marsh,Robert Allen,Crime Horror Thriller,the black room,Boris Karloff Marian Marsh Robert Allen Roy William Neill Crime Horror Thriller
710,Wilfred Jackson,Clarence Nash,Unkown,Unkown,Music Animation Comedy,the band concert,Clarence Nash Unkown Unkown Wilfred Jackson Music Animation Comedy
711,Walt Disney,Billy Bletcher,Mary Moder,Clarence Nash,Animation Comedy,the golden touch,Billy Bletcher Mary Moder Clarence Nash Walt Disney Animation Comedy
712,John Ford,Victor McLaglen,Heather Angel,Preston Foster,Crime Drama,the informer,Victor McLaglen Heather Angel Preston Foster John Ford Crime Drama
713,Lew Landers,Boris Karloff,Bela Lugosi,Lester Matthews,Horror,the raven,Boris Karloff Bela Lugosi Lester Matthews Lew Landers Horror
714,Karl Freund,Peter Lorre,Frances Drake,Colin Clive,Horror Romance,mad love,Peter Lorre Frances Drake Colin Clive Karl Freund Horror Romance
715,David Butler,Shirley Temple,John Boles,Jack Holt,Comedy Drama Family Music War,the littlest rebel,Shirley Temple John Boles Jack Holt David Butler Comedy Drama Family Music War
716,Clarence Brown,Greta Garbo,Fredric March,Freddie Bartholomew,Drama Romance,anna karenina,Greta Garbo Fredric March Freddie Bartholomew Clarence Brown Drama Romance
717,William A. Seiter,Irene Dunne,Fred Astaire,Ginger Rogers,Comedy Music Romance,roberta,Irene Dunne Fred Astaire Ginger Rogers William A. Seiter Comedy Music Romance
718,George Cukor,Freddie Bartholomew,Frank Lawton,Edna May Oliver,Adventure Drama Romance Family,david copperfield,Freddie Bartholomew Frank Lawton Edna May Oliver George Cukor Adventure Drama Romance Family
719,Tod Browning,Lionel Barrymore,Elizabeth Allan,Bela Lugosi,Horror Mystery,mark of the vampire,Lionel Barrymore Elizabeth Allan Bela Lugosi Tod Browning Horror Mystery
720,Charlie Chaplin,Charlie Chaplin,Paulette Goddard,Henry Bergman,Comedy Drama,modern times,Charlie Chaplin Paulette Goddard Henry Bergman Charlie Chaplin Comedy Drama
721,Dave Fleischer,Jack Mercer,Gus Wickie,Mae Questel,Animation Adventure Comedy Family,popeye the sailor meets sindbad the sailor,Jack Mercer Gus Wickie Mae Questel Dave Fleischer Animation Adventure Comedy Family
722,Gregory La Cava,William Powell,Carole Lombard,Alice Brady,Comedy Romance Drama,my man godfrey,William Powell Carole Lombard Alice Brady Gregory La Cava Comedy Romance Drama
723,William Cameron Menzies,Raymond Massey,Edward Chapman,Ralph Richardson,Drama Science Fiction,things to come,Raymond Massey Edward Chapman Ralph Richardson William Cameron Menzies Drama Science Fiction
724,Frank Capra,Gary Cooper,Jean Arthur,George Bancroft,Comedy Drama Romance,mr. deeds goes to town,Gary Cooper Jean Arthur George Bancroft Frank Capra Comedy Drama Romance
725,W.S. Van Dyke,William Powell,Myrna Loy,James Stewart,Comedy Crime Mystery,after the thin man,William Powell Myrna Loy James Stewart W.S. Van Dyke Comedy Crime Mystery
726,George Stevens,Fred Astaire,Ginger Rogers,Victor Moore,Comedy Music Romance,swing time,Fred Astaire Ginger Rogers Victor Moore George Stevens Comedy Music Romance
727,Robert Z. Leonard,William Powell,Myrna Loy,Luise Rainer,Drama Music Romance,the great ziegfeld,William Powell Myrna Loy Luise Rainer Robert Z. Leonard Drama Music Romance
728,David Hand,Billy Bletcher,Pinto Colvig,Mary Moder,Animation,three little wolves,Billy Bletcher Pinto Colvig Mary Moder David Hand Animation
729,David Hand,Billy Bletcher,Pinto Colvig,Unkown,Animation Family,three blind mouseketeers,Billy Bletcher Pinto Colvig Unkown David Hand Animation Family
730,Fritz Lang,Sylvia Sidney,Spencer Tracy,Walter Abel,Crime Drama Thriller,fury,Sylvia Sidney Spencer Tracy Walter Abel Fritz Lang Crime Drama Thriller
731,William A. Wellman,Johnny Weissmüller,Maureen O'Sullivan,John Buckler,Action Adventure,tarzan escapes,Johnny Weissmüller Maureen O'Sullivan John Buckler William A. Wellman Action Adventure
732,Archie Mayo,Leslie Howard,Bette Davis,Humphrey Bogart,Crime Drama Romance Thriller,the petrified forest,Leslie Howard Bette Davis Humphrey Bogart Archie Mayo Crime Drama Romance Thriller
733,George Cukor,Greta Garbo,Robert Taylor,Lionel Barrymore,Drama Romance History,camille,Greta Garbo Robert Taylor Lionel Barrymore George Cukor Drama Romance History
734,Jack Conway,Jean Harlow,William Powell,Myrna Loy,Comedy Romance,libeled lady,Jean Harlow William Powell Myrna Loy Jack Conway Comedy Romance
735,Tod Browning,Lionel Barrymore,Maureen O'Sullivan,Frank Lawton,Horror Science Fiction,the devil-doll,Lionel Barrymore Maureen O'Sullivan Frank Lawton Tod Browning Horror Science Fiction
736,Jean Renoir,Jean Gabin,Suzy Prim,Louis Jouvet,Romance Crime Drama,the lower depths,Jean Gabin Suzy Prim Louis Jouvet Jean Renoir Romance Crime Drama
737,Kenji Mizoguchi,Isuzu Yamada,Yōko Umemura,Benkei Shiganoya,Drama,sisters of the gion,Isuzu Yamada Yōko Umemura Benkei Shiganoya Kenji Mizoguchi Drama
738,David Hand,Walt Disney,Billy Bletcher,Pinto Colvig,Animation Family Fantasy,thru the mirror,Walt Disney Billy Bletcher Pinto Colvig David Hand Animation Family Fantasy
739,Kenji Mizoguchi,Isuzu Yamada,Chiyoko Ôkura,Shinpachirō Asaka,Drama,osaka elegy,Isuzu Yamada Chiyoko Ôkura Shinpachirō Asaka Kenji Mizoguchi Drama
740,David Hand,Adriana Caselotti,Lucille La Verne,Harry Stockwell,Fantasy Animation Family,snow white and the seven dwarfs,Adriana Caselotti Lucille La Verne Harry Stockwell David Hand Fantasy Animation Family
741,William A. Wellman,Janet Gaynor,Fredric March,Adolphe Menjou,Drama Romance,a star is born,Janet Gaynor Fredric March Adolphe Menjou William A. Wellman Drama Romance
742,Allan Dwan,Shirley Temple,Jean Hersholt,Arthur Treacher,Drama Family Music,heidi,Shirley Temple Jean Hersholt Arthur Treacher Allan Dwan Drama Family Music
743,Victor Fleming,Freddie Bartholomew,Spencer Tracy,Lionel Barrymore,Adventure Drama Family,captains courageous,Freddie Bartholomew Spencer Tracy Lionel Barrymore Victor Fleming Adventure Drama Family
744,Jean Renoir,Jean Gabin,Pierre Fresnay,Erich von Stroheim,Drama History War,grand illusion,Jean Gabin Pierre Fresnay Erich von Stroheim Jean Renoir Drama History War
745,Frank Capra,Ronald Colman,Jane Wyatt,Edward Everett Horton,Adventure Fantasy Drama Mystery,lost horizon,Ronald Colman Jane Wyatt Edward Everett Horton Frank Capra Adventure Fantasy Drama Mystery
746,Sam Wood,Groucho Marx,Chico Marx,Harpo Marx,Comedy Music,a day at the races,Groucho Marx Chico Marx Harpo Marx Sam Wood Comedy Music
747,James W. Horne,Stan Laurel,Oliver Hardy,Rosina Lawrence,Action Comedy Western,way out west,Stan Laurel Oliver Hardy Rosina Lawrence James W. Horne Action Comedy Western
748,Alfred Hitchcock,Nova Pilbeam,Derrick De Marney,Percy Marmont,Crime Romance Thriller,young and innocent,Nova Pilbeam Derrick De Marney Percy Marmont Alfred Hitchcock Crime Romance Thriller
749,Mark Sandrich,Fred Astaire,Ginger Rogers,Edward Everett Horton,Comedy Music Romance,shall we dance,Fred Astaire Ginger Rogers Edward Everett Horton Mark Sandrich Comedy Music Romance
750,William Dieterle,Paul Muni,Gale Sondergaard,Joseph Schildkraut,Drama History,the life of emile zola,Paul Muni Gale Sondergaard Joseph Schildkraut William Dieterle Drama History
751,King Vidor,Barbara Stanwyck,John Boles,Anne Shirley,Drama Romance,stella dallas,Barbara Stanwyck John Boles Anne Shirley King Vidor Drama Romance
752,William A. Wellman,Carole Lombard,Fredric March,Charles Winninger,Comedy Romance,nothing sacred,Carole Lombard Fredric March Charles Winninger William A. Wellman Comedy Romance
753,Leo McCarey,Victor Moore,Beulah Bondi,Fay Bainter,Drama Romance,make way for tomorrow,Victor Moore Beulah Bondi Fay Bainter Leo McCarey Drama Romance
754,Leo McCarey,Irene Dunne,Cary Grant,Ralph Bellamy,Comedy Romance,the awful truth,Irene Dunne Cary Grant Ralph Bellamy Leo McCarey Comedy Romance
755,Alfred Hitchcock,Sylvia Sidney,Oskar Homolka,Desmond Tester,Drama Thriller Crime,sabotage,Sylvia Sidney Oskar Homolka Desmond Tester Alfred Hitchcock Drama Thriller Crime
756,Lloyd Bacon,Bette Davis,Humphrey Bogart,Lola Lane,Crime Drama Thriller,marked woman,Bette Davis Humphrey Bogart Lola Lane Lloyd Bacon Crime Drama Thriller
757,Fritz Lang,Sylvia Sidney,Henry Fonda,Barton MacLane,Crime Drama Romance,you only live once,Sylvia Sidney Henry Fonda Barton MacLane Fritz Lang Crime Drama Romance
758,Gregory La Cava,Katharine Hepburn,Ginger Rogers,Adolphe Menjou,Comedy Drama,stage door,Katharine Hepburn Ginger Rogers Adolphe Menjou Gregory La Cava Comedy Drama
759,Norman Z. McLeod,Constance Bennett,Cary Grant,Roland Young,Comedy Fantasy Romance,topper,Constance Bennett Cary Grant Roland Young Norman Z. McLeod Comedy Fantasy Romance
760,Michael Curtiz,Errol Flynn,Olivia de Havilland,Basil Rathbone,Adventure Romance History,the adventures of robin hood,Errol Flynn Olivia de Havilland Basil Rathbone Michael Curtiz Adventure Romance History
761,Alfred Hitchcock,Margaret Lockwood,Michael Redgrave,May Whitty,Mystery Thriller Comedy,the lady vanishes,Margaret Lockwood Michael Redgrave May Whitty Alfred Hitchcock Mystery Thriller Comedy
762,Edwin L. Marin,Reginald Owen,Gene Lockhart,Terry Kilburn,Drama Fantasy Family,a christmas carol,Reginald Owen Gene Lockhart Terry Kilburn Edwin L. Marin Drama Fantasy Family
763,Frank Capra,Jean Arthur,James Stewart,Lionel Barrymore,Comedy Romance,you can't take it with you,Jean Arthur James Stewart Lionel Barrymore Frank Capra Comedy Romance
764,Dick Rickard,Milt Kahl,Don Wilson,Walt Disney,Animation Comedy Family,ferdinand the bull,Milt Kahl Don Wilson Walt Disney Dick Rickard Animation Comedy Family
765,William Wyler,Bette Davis,Henry Fonda,George Brent,Drama Romance,jezebel,Bette Davis Henry Fonda George Brent William Wyler Drama Romance
766,Howard Hawks,Katharine Hepburn,Cary Grant,Charles Ruggles,Comedy Romance,bringing up baby,Katharine Hepburn Cary Grant Charles Ruggles Howard Hawks Comedy Romance
767,George Cukor,Katharine Hepburn,Cary Grant,Doris Nolan,Comedy Romance,holiday,Katharine Hepburn Cary Grant Doris Nolan George Cukor Comedy Romance
768,Norman Taurog,Spencer Tracy,Mickey Rooney,Henry Hull,Drama,boys town,Spencer Tracy Mickey Rooney Henry Hull Norman Taurog Drama
769,Michael Curtiz,James Cagney,Pat O’Brien,Humphrey Bogart,Crime Drama Thriller,angels with dirty faces,James Cagney Pat O’Brien Humphrey Bogart Michael Curtiz Crime Drama Thriller
770,Ben Sharpsteen,Pinto Colvig,Walt Disney,Clarence Nash,Animation Comedy,mickey's trailer,Pinto Colvig Walt Disney Clarence Nash Ben Sharpsteen Animation Comedy
771,Sergei Eisenstein,Nikolai Cherkasov,Nikolai Okhlopkov,Andrei Abrikosov,Drama History War,alexander nevsky,Nikolai Cherkasov Nikolai Okhlopkov Andrei Abrikosov Sergei Eisenstein Drama History War
772,John G. Blystone,Stan Laurel,Oliver Hardy,Patricia Ellis,Comedy War,block-heads,Stan Laurel Oliver Hardy Patricia Ellis John G. Blystone Comedy War
773,William Roberts,Walt Disney,Eddie Holden,Marcellite Garner,Animation Family Fantasy,brave little tailor,Walt Disney Eddie Holden Marcellite Garner William Roberts Animation Family Fantasy
774,Louis J. Gasnier,Dorothy Short,Kenneth Craig,Lillian Miles,Drama,tell your children,Dorothy Short Kenneth Craig Lillian Miles Louis J. Gasnier Drama
775,Jean Renoir,Jean Gabin,Simone Simon,Fernand Ledoux,Drama Crime,la bête humaine,Jean Gabin Simone Simon Fernand Ledoux Jean Renoir Drama Crime
776,Victor Fleming,Clark Gable,Myrna Loy,Spencer Tracy,Drama Romance,test pilot,Clark Gable Myrna Loy Spencer Tracy Victor Fleming Drama Romance
777,Norman Taurog,Tommy Kelly,May Robson,Walter Brennan,Family Adventure,the adventures of tom sawyer,Tommy Kelly May Robson Walter Brennan Norman Taurog Family Adventure
778,Marcel Carné,Annabella,Jean-Pierre Aumont,Louis Jouvet,Romance Drama,hôtel du nord,Annabella Jean-Pierre Aumont Louis Jouvet Marcel Carné Romance Drama
779,Marcel Carné,Jean Gabin,Michel Simon,Michèle Morgan,Crime Drama Romance,port of shadows,Jean Gabin Michel Simon Michèle Morgan Marcel Carné Crime Drama Romance
780,Victor Fleming,Judy Garland,Ray Bolger,Jack Haley,Adventure Fantasy Family,the wizard of oz,Judy Garland Ray Bolger Jack Haley Victor Fleming Adventure Fantasy Family
781,Victor Fleming,Vivien Leigh,Clark Gable,Olivia de Havilland,Drama War Romance,gone with the wind,Vivien Leigh Clark Gable Olivia de Havilland Victor Fleming Drama War Romance
782,William Wyler,Merle Oberon,Laurence Olivier,David Niven,Drama Romance,wuthering heights,Merle Oberon Laurence Olivier David Niven William Wyler Drama Romance
783,William Dieterle,Charles Laughton,Cedric Hardwicke,Thomas Mitchell,Drama Romance Horror,the hunchback of notre dame,Charles Laughton Cedric Hardwicke Thomas Mitchell William Dieterle Drama Romance Horror
784,John Ford,John Wayne,Claire Trevor,Andy Devine,Western Adventure Action Drama Romance,stagecoach,John Wayne Claire Trevor Andy Devine John Ford Western Adventure Action Drama Romance
785,Hamilton Luske,Clarence Nash,Unkown,Unkown,Animation Comedy,the ugly duckling,Clarence Nash Unkown Unkown Hamilton Luske Animation Comedy
786,Jean Renoir,Marcel Dalio,Nora Gregor,Paulette Dubost,Drama Comedy Romance,the rules of the game,Marcel Dalio Nora Gregor Paulette Dubost Jean Renoir Drama Comedy Romance
787,Ernst Lubitsch,Greta Garbo,Melvyn Douglas,Ina Claire,Comedy Romance,ninotchka,Greta Garbo Melvyn Douglas Ina Claire Ernst Lubitsch Comedy Romance
788,Walter Lang,Shirley Temple,Richard Greene,Anita Louise,Drama Comedy Family,the little princess,Shirley Temple Richard Greene Anita Louise Walter Lang Drama Comedy Family
789,Rowland V. Lee,Basil Rathbone,Boris Karloff,Bela Lugosi,Horror Science Fiction,son of frankenstein,Basil Rathbone Boris Karloff Bela Lugosi Rowland V. Lee Horror Science Fiction
790,Frank Capra,James Stewart,Jean Arthur,Claude Rains,Comedy Drama,mr. smith goes to washington,James Stewart Jean Arthur Claude Rains Frank Capra Comedy Drama
791,John Ford,Claudette Colbert,Henry Fonda,Edna May Oliver,Drama History War,drums along the mohawk,Claudette Colbert Henry Fonda Edna May Oliver John Ford Drama History War
792,Dave Fleischer,Lanny Ross,Sam Parker,Pinto Colvig,Animation Family Action Adventure,gulliver's travels,Lanny Ross Sam Parker Pinto Colvig Dave Fleischer Animation Family Action Adventure
793,Alfred Hitchcock,Charles Laughton,Maureen O'Hara,Robert Newton,Crime History Adventure Thriller,jamaica inn,Charles Laughton Maureen O'Hara Robert Newton Alfred Hitchcock Crime History Adventure Thriller
794,A. Edward Sutherland,Stan Laurel,Oliver Hardy,Jean Parker,Comedy War,the flying deuces,Stan Laurel Oliver Hardy Jean Parker A. Edward Sutherland Comedy War
795,Raoul Walsh,James Cagney,Priscilla Lane,Humphrey Bogart,Crime Drama Thriller,the roaring twenties,James Cagney Priscilla Lane Humphrey Bogart Raoul Walsh Crime Drama Thriller
796,George Stevens,Cary Grant,Victor McLaglen,Douglas Fairbanks Jr.,Adventure War Comedy,gunga din,Cary Grant Victor McLaglen Douglas Fairbanks Jr. George Stevens Adventure War Comedy
797,Leo McCarey,Irene Dunne,Charles Boyer,Maria Ouspenskaya,Comedy Drama Romance,love affair,Irene Dunne Charles Boyer Maria Ouspenskaya Leo McCarey Comedy Drama Romance
798,Michael Curtiz,Errol Flynn,Olivia de Havilland,Ann Sheridan,Action Western,dodge city,Errol Flynn Olivia de Havilland Ann Sheridan Michael Curtiz Action Western
799,George Cukor,Norma Shearer,Joan Crawford,Rosalind Russell,Comedy Drama,the women,Norma Shearer Joan Crawford Rosalind Russell George Cukor Comedy Drama
800,Ben Sharpsteen,Dickie Jones,Cliff Edwards,Christian Rub,Animation Family,pinocchio,Dickie Jones Cliff Edwards Christian Rub Ben Sharpsteen Animation Family
801,David Hand,Deems Taylor,Walt Disney,Julietta Novis,Animation Family,fantasia,Deems Taylor Walt Disney Julietta Novis David Hand Animation Family
802,Ernst Lubitsch,Margaret Sullavan,James Stewart,Frank Morgan,Comedy Drama Romance,the shop around the corner,Margaret Sullavan James Stewart Frank Morgan Ernst Lubitsch Comedy Drama Romance
803,Charlie Chaplin,Charlie Chaplin,Paulette Goddard,Jack Oakie,Comedy War,the great dictator,Charlie Chaplin Paulette Goddard Jack Oakie Charlie Chaplin Comedy War
804,Alfred Hitchcock,Laurence Olivier,Joan Fontaine,George Sanders,Mystery Drama Thriller Romance,rebecca,Laurence Olivier Joan Fontaine George Sanders Alfred Hitchcock Mystery Drama Thriller Romance
805,Howard Hawks,Cary Grant,Rosalind Russell,Ralph Bellamy,Comedy Drama Romance,his girl friday,Cary Grant Rosalind Russell Ralph Bellamy Howard Hawks Comedy Drama Romance
